,Work Title,Composer,Opus/Catalogue Number,I-Catalogue Number,Key,Movements/Sections,Composer Time Period,Piece Style,Instrumentation,url,Alternative Title,Year/Date of Composition,Name Translations,Authorities,Average Duration,First Publication,Dedication,Name Aliases,Language,Copyright Information
29930,Das wohltemperierte Klavier II. Praeludia und Fugen durch alle Tone und Semitonia,"Bach, Johann Sebastian",BWV 870–893 ; BC L 104-127,IJB 722,,"24 præludium and fuga:
1.
Prelude and Fugue in C major
, BWV 870
1a.
Prelude and Fugue in C major
, BWV 870a
1b.
Prelude and Fugue in C major
, BWV 870b
2.
Prelude and Fugue in C minor
, BWV 871
3.
Prelude and Fugue in C-sharp major
, BWV 872
3a.
Prelude and Fugue in C major
, BWV 872a
4.
Prelude and Fugue in C-sharp minor
, BWV 873
5.
Prelude and Fugue in D major
, BWV 874
6.
Prelude and Fugue in D minor
, BWV 875
6a.
Praeambulum in D minor
7.
Prelude and Fugue in E-flat major
, BWV 876
8.
Prelude and Fugue in D-sharp minor
, BWV 877
9.
Prelude and Fugue in E major
, BWV 878
10.
Prelude and Fugue in E minor
, BWV 879
11.
Prelude and Fugue in F major
, BWV 880
12.
Prelude and Fugue in F minor
, BWV 881
13.
Prelude and Fugue in F-sharp major
, BWV 882
14.
Prelude and Fugue in F-sharp minor
, BWV 883
15.
Prelude and Fugue in G major
, BWV 884
16.
Prelude and Fugue in G minor
, BWV 885
17.
Prelude and Fugue in A-flat major
, BWV 886
18.
Prelude and Fugue in G-sharp minor
, BWV 887
19.
Prelude and Fugue in A major
, BWV 888
20.
Prelude and Fugue in A minor
, BWV 889
21.
Prelude and Fugue in B-flat major
, BWV 890
22.
Prelude and Fugue in B-flat minor
, BWV 891
23.
Prelude and Fugue in B major
, BWV 892
24.
Prelude and Fugue in B minor
, BWV 893",Baroque,Baroque,Piano,"https://imslp.org/wiki/Das_wohltemperierte_Klavier_II,_BWV_870-893_(Bach,_Johann_Sebastian)","The Well-Tempered Clavier, Book 2. Preludes and Fugues through all tones and semitones",1740 ca.,"Das wohltemperierte Klavier II
;
The Well-Tempered Clavier 2
;
Le Clavier bien tempéré, livre II
;
Хорошо темперированный клавир. Часть II
;
El clavecí ben temprat 2
;
الكلافسان المعدَّل
;
平均律クラヴィーア曲集 第2巻","WorldCat
;
VIAF
:
294801554
;
LCCN
:
n81075781
;
GND
:
300011962
;
NLA
:
35163764
;
BNE
:
XX2615606",,".
1801 -
Berlin: N. Simrock, Plate 138",,"The Well-Tempered Clavier Book 2
;
The Well-Tempered Clavier Book II
;
WTC2
;
WTC 2
;
WTC II
;
well tempered clavier
;
le clavecin bien tempéré",,
111843,Mazurkas,"Chopin, Frédéric",Op.33,IFC 52,,"4 mazurkas:
Mesto (G-sharp minor)
Vivace (D major)
Semplice (C major)
Mesto (B minor)",Romantic,Romantic,Piano,"https://imslp.org/wiki/Mazurkas,_Op.33_(Chopin,_Fr%C3%A9d%C3%A9ric)",,1837-38,"マズルカ作品33
;
Mazurki op. 33
;
Mazurkas, Op. 33
;
4 Mazurche op. 33
;
Masurques op. 33
;
Μαζούρκες, έργο 33","WorldCat
;
Wikipedia
;
LCCN
:
nr2001029491",,".
1838",Rosa (Róża) Mostowska,"4 Mazurkas, Op. 33
;
Four Mazurkas, Op. 33
;
Μαζούρκες, Op. 33",,
82860,Waltzes,"Chopin, Frédéric",Op.69,IFC 120,,"2 waltzes:
1. Lento (A-flat major)
2. Moderato (B minor)",Romantic,Romantic,Piano,"https://imslp.org/wiki/Waltzes,_Op.69_(Chopin,_Fr%C3%A9d%C3%A9ric)",,"1835 (No.1), 1829 (No.2)","Waltzes, Op. posth. 69
;
2 Valzer op. 69
;
Valses, opus 69","WorldCat
;
VIAF
:
175262499
;
LCCN
:
no2007080917",,".
1852 - Krakow: Wildt in
Deux valses mélancholiques
(with Op.70 No.2)",,,,
04473,Études d'exécution transcendante d'après Paganini,"Liszt, Franz",S.140 ; LW.A52,IFL 99,,"6 pieces after
24 Caprices for Solo Violin
, Op.1, by
Paganini
1.
Tremolo
. Preludio. Andante (G minor)
Introduction based on
Caprice No.5
in A minor; study based on
Caprice No.6
in G minor.
[1].
Tremolo
. Preludio. Andante (G minor)
Alternative (ossia) version of No. 1. Incorporates material from
6 Concert Etudes after Paganini Caprices, Op.10
by
Schumann
(No.2)
2.
Octave
. Andante (E
♭
major)
Based on
Caprice No.17
in E
♭
major
3.
Campanella
. Allegro moderato (E
♭
minor)
Based on the
Rondo
from
Violin Concerto No.2
, Op.7 and Rondo from Violin Concerto No.1 in D major, Op.6 in by Paganini
4a.
Arpeggio
. Andante quasi allegretto (E major)
Based on
Caprice No.1
in E major
4b.
Arpeggio
. Andante quasi allegretto (E major)
Alternative and harder version of No.4a
5.
La chasse
. Allegretto (E major)
Based on
Caprice No.9
in E major
[5].
La chasse
. Allegretto (E major)
Alternative (ossia) version of No.5
6.
Tema con Variazioni
(A minor)
Based on
Caprice No.24
in A minor",Romantic,Romantic,Piano,"https://imslp.org/wiki/%C3%89tudes_d%27ex%C3%A9cution_transcendante_d%27apr%C3%A8s_Paganini,_S.140_(Liszt,_Franz)",Transcendental Etudes after Paganini,1838-40,,,,".
1840","Clara Schumann
(1819–1896)",,,
12685,2 Morceaux,"Scriabin, Aleksandr",Op.57,IAS 45,,"2 pieces:
I. Désir
II. Caresse Dansé",Romantic,Early 20th century,Piano,"https://imslp.org/wiki/2_Pieces,_Op.57_(Scriabin,_Aleksandr)",,1908,,,,".
1908",,,,
435235,Prelude (Fantasia) and Fugue in G minor,"Bach, Johann Sebastian","BWV 542 ; BC J 42, 57, 67",IJB 149,G minor,"2 sections:
Fantasia (Præludium)
Fuga",Baroque,Baroque,Piano,"https://imslp.org/wiki/Fantasia_and_Fugue,_BWV_542,_G_minor_(Bach,_Johann_Sebastian)","Præludium et Fuga in g
""The Great""",1720–25?,"Stor fantasi og fuge i g-moll, BWV 542
;
幻想曲とフーガ BWV542
;
Фантазия и фуга соль минор (BWV 542)
;
Great Fantasia and Fugue in G minor, BWV 542
;
Fantasía y fuga en sol menor, BWV 542
;
Fantasia e fuga in sol minore, BWV 542
;
Fantasia i fuga en sol menor, BWV 542
;
幻想曲與賦格
;
Grande fantaisie et fugue en sol mineur (BWV 542)",Wikipedia,10-12 minutes,".
1838 or earlier?",,"Fantasy and Fugue in G minor, BWV 542
;
Great Fantasy and Fugue in G minor, BWV 542
;
G小調大幻想曲及賦格，BWV 542",,
73118,Polonaises,"Chopin, Frédéric",Op.40,IFC 90,,"2 polonaises:
Allegro con brio (A major), 'Military'
Allegro maestoso (C minor)",Romantic,Romantic,Piano,"https://imslp.org/wiki/Polonaises,_Op.40_(Chopin,_Fr%C3%A9d%C3%A9ric)",,1838 (No.1) 1839 (No.2),"ポロネーズ第4番
;
Polonezy op. 40
;
Polonaises, opus 40
;
Polonaises, Op. 40
;
Polonesa Op. 40
;
2 Polacche op. 40
;
Poloneses op. 40
;
Polonaise, Op. 40
;
Πολωνέζες, Op. 40
;
Два полонеза, соч. 40 (Шопен)","WorldCat
;
Wikipedia
;
LCCN
:
no97078171",,,Julian Fontana,"Polonez op. 40 nr 1
;
Polonez Wojskowy
;
Polonesa militar
;
Polonesa Op 40
;
Polonesa Militar Op. 40",,
112335,Nocturnes,"Chopin, Frédéric",Op.9,IFC 65,,"3 nocturnes:
1. Larghetto (B-flat minor)
2. Andante (E-flat major)
3. Allegretto (B major)",Romantic,Romantic,Piano,"https://imslp.org/wiki/Nocturnes,_Op.9_(Chopin,_Fr%C3%A9d%C3%A9ric)",,1830-31,"Nokturny op. 9
;
Nocturnes Op. 9
;
Nocturnes, Op. 9
;
녹턴, Op. 9
;
夜曲Op. 9
;
Noturnos, Op. 9 (Chopin)
;
3 Notturni op. 9
;
Nocturns op. 9
;
المقطوعة الحالمة Op.9
;
Ноктюрны
;
น็อกเทินส์ โอพัสที่ 9 (ชอแป็ง)
;
Nocturne, Op. 9 (Chopin)
;
Nocturnos, Op. 9 (Chopin)
;
夜曲第 9 作品 (蕭邦)","WorldCat
;
Wikipedia
;
VIAF
:
174015807
;
LCCN
:
no2001061979",,".
1832-33","à Madame Camille Pleyel (
Marie Pleyel
, 1811–1875)","المقطوعة الحالمة Op.٩ (شوبان)
;
3 Nocturnes, Op. 9
;
Three Nocturnes, Op. 9",,
02002,Piano Sonata No.1,"Scriabin, Aleksandr",Op.6,IAS 29,,"4 movements:
I. Allegro con fuoco
II.
= 40
III. Presto
IV. Funebre",Romantic,Romantic,Piano,"https://imslp.org/wiki/Piano_Sonata_No.1,_Op.6_(Scriabin,_Aleksandr)",Sonatine,1893,"Klaviersonate Nr. 1
;
Piano Sonata No. 1
;
ピアノソナタ第1番
;
Sonata per a piano núm. 1
;
sonate pour piano nº 1 op. 6
;
Sonata para piano No. 1
;
Соната для фортепиано № 1
;
Դաշնամուրի սոնատ № 1
;
Sonata per pianoforte n. 1 (Skrjabin)","Wikipedia
;
BNF
:
13919349p",,".
1895? by Belaieff
Hofmeister's
Monatsbericht
(1895), p.94",,"sonate pour piano n°1 op. 6 de Scriabine
;
sonate pour piano nº 1 de Scriabine",,
475065,Keyboard Sonata,"Haydn, Joseph","Hob.XVI:20
; Op.30 No.6",IJH 265,"board Sonata
Alt
ernative
.
Title
Klaviersonate Nr.33
Name Translations
Piano Sonata Hob. XVI/20
;
Sonate pour piano nº 33 de Joseph Haydn
;
Klaviersonate Nr. 33
;
ピアノソナタ第20番 (ハイドン)
;
Соната для клавира № 20 (Гайдн)
Name Aliases
Klaviersonate Nr. 33 Hob.XVI:20 in c-Moll
;
Sonate in c-Moll
;
Sonata in C minor
Authorities
WorldCat
;
Wikipedia
;
VIAF
:
293247559
;
BNF
:
14796988z
Composer
Haydn, Joseph
Opus/Catalogue Number
Op./Cat. No.
Hob.XVI:20
; Op.30 No.6
I-Catalogue Number
I-Cat. No.
IJH 265
Key
C minor","3 movements:
Moderato (C minor)
Andante con moto (A
♭
major)
Finale
. Allegro (C minor)",Classical,Classical,Piano,"https://imslp.org/wiki/Keyboard_Sonata_in_C_minor,_Hob.XVI:20_(Haydn,_Joseph)",Klaviersonate Nr.33,1771 ca,"Piano Sonata Hob. XVI/20
;
Sonate pour piano nº 33 de Joseph Haydn
;
Klaviersonate Nr. 33
;
ピアノソナタ第20番 (ハイドン)
;
Соната для клавира № 20 (Гайдн)","WorldCat
;
Wikipedia
;
VIAF
:
293247559
;
BNF
:
14796988z",,".
1780","Marianne Auenbrugger
(1759–1782)","Klaviersonate Nr. 33 Hob.XVI:20 in c-Moll
;
Sonate in c-Moll
;
Sonata in C minor",,
12670,Piano Sonata No.5,"Scriabin, Aleksandr",Op.53,IAS 33,,1 movement,Romantic,Early 20th century,Piano,"https://imslp.org/wiki/Piano_Sonata_No.5,_Op.53_(Scriabin,_Aleksandr)",,"1907
First Perf
ormance
.
1908-11-18","Piano Sonata No. 5
;
Klaviersonate Nr. 5
;
sonate pour piano nº 5 op. 53
;
ピアノソナタ第5番
;
Klavirska sonata št. 5
;
Sonata per pianoforte n. 5 (Skrjabin)
;
第5钢琴奏鸣曲 (斯克里亚宾)
;
피아노 소나타 5번
;
Соната для фортепиано № 5 (Скрябин)
;
Sonata para piano n.° 5 (Skriabin)","WorldCat
;
Wikipedia
;
LCCN
:
nr94026334
;
BNF
:
139193459",11-12 minutes,".
1910 - Author's Edition",,"sonate pour piano nº 5 de Scriabine
;
Piano Sonata No. 5 in F-sharp Major, Op. 53",,
06400,Fugue,"Bach, Johann Sebastian",BWV 958 ; BC L155,IJB 193,A minor,1,Baroque,Baroque,Piano,"https://imslp.org/wiki/Fugue_in_A_minor,_BWV_958_(Bach,_Johann_Sebastian)",Fuge,,,,,".
1894",,,,
111850,Mazurkas,"Chopin, Frédéric",Op.63,IFC 57,,"3 pieces:
Vivace (B major)
Lento (F minor)
Allegretto (C
♯
minor)",Romantic,Romantic,Piano,"https://imslp.org/wiki/Mazurkas,_Op.63_(Chopin,_Fr%C3%A9d%C3%A9ric)",,1846,"Mazurkas, Op. 63
;
マズルカ作品63 (ショパン)
;
3 Mazurche op. 63
;
Masurques op. 63
;
Μαζούρκες, έργο 63
;
Mazurki op. 63","WorldCat
;
Wikipedia
;
VIAF
:
176006412
;
LCCN
:
no97075681",,".
1847 – Paris:
Brandus
/ Leipzig:
Breitkopf und Härtel
(
Hofmeister's
Monatsbericht
(1847), p.170
) — Breitkopf",Laura de Czosnowska,"3 Mazurkas, Op. 63
;
Μαζούρκες, Op. 63",,
135536,Polonaise in B-flat minor,"Chopin, Frédéric",B.13 ; KK IVa: No.5,IFC 83,B-flat minor,Polonaise,Romantic,Romantic,Piano,"https://imslp.org/wiki/Polonaise_in_B-flat_minor,_B.13_(Chopin,_Fr%C3%A9d%C3%A9ric)",Adieu à Guillaume Kolberg,1826,"ポロネーズ第15番
;
Полонез си-бемоль минор
;
Polacca in si bemolle minore","WorldCat
;
LCCN
:
no2010127955",,".
1879",Wilhelm Kolberg,,,
51539,Kinderszenen,"Schumann, Robert",Op.15,IRS 69,,"13 pieces:
1. Von fremden Ländern und Menschen
2. Kuriose Geschichte
3. Hasche-Mann
4. Bittendes Kind
5. Glückes genug
6. Wichtige Begebenheit
7. Träumerei
8. Am Kamin
9. Ritter vom Steckenpferd
10. Fast zu ernst
11. Fürchtenmachen
12. Kind im Einschlummern
13. Der Dichter spricht",Romantic,Romantic,Piano,"https://imslp.org/wiki/Kinderszenen,_Op.15_(Schumann,_Robert)",Leichte Stücke,1838,"子供の情景
;
Scènes d'enfants
;
Escenes d'infants
;
Scene infantili
;
童年即景
;
Dětské scény
;
صحنه‌های کودکی
;
어린이의 정경
;
Детские сцены
;
Детски сцени","WorldCat
;
Wikipedia
;
VIAF
:
174865068
;
LCCN
:
n81089313
;
BNF
:
139189509
;
BNE
:
XX2182531",,".
1839 – Leipzig:
Breitkopf und Härtel",,"Infanaĝaj scenoj
;
トロイメライ
;
Scènes d'enfants op. 15
;
Scenes d'enfants
;
Escenes de nens
;
Träumerei
;
Scene d'infanzia
;
Traumerei
;
Kinderszenen, Op. 15
;
Scenes of childhood
;
Kinderscenen
;
Escenas infantiles
;
Escenas de la infancia
;
Escenas de niños",,
00214,Piano Sonata No.5,"Mozart, Wolfgang Amadeus",K.283 ; K⁶.189h,IWM 405,G major,"3 movements:
1. Allegro
2. Andante
3. Presto",Classical,Classical,Piano,"https://imslp.org/wiki/Piano_Sonata_No.5_in_G_major,_K.283/189h_(Mozart,_Wolfgang_Amadeus)",,1775 early,"ピアノソナタ第5番
;
Sonata para piano n.º 5
;
Piano Sonata No. 5
;
Соната для фортепіано № 5
;
Pianosonate nr. 5
;
Sonata per pianoforte n. 5
;
Sonata per a piano núm. 5
;
Klaviersonate Nr. 5
;
Sonate pour piano nº 5 de Mozart
;
Klaviersonate nr. 5 (Mozart)
;
Σονάτα για πιάνο No. 5
;
피아노 소나타 5번","WorldCat
;
Wikipedia
;
LCCN
:
n82044801
;
BNF
:
14786402t",14 minutes,".
1799 – Leipzig:
Breitkopf und Härtel
,
Œuvres completes, Cah.III, No.6",,"Sonata para piano no 5
;
Sonata para piano n 5 en Sol mayor K. 283
;
Sonata para piano no 5 en Sol mayor K 283
;
Sonata para piano n. 5
;
KV 189h
;
Sonata para piano n º 5 en Sol mayor, K 283
;
Sonata para piano no. 5 en Sol mayor K. 283
;
Sonata para piano n 5 en Sol mayor K 283
;
Sonata para piano n 5 en Sol mayor, K 283
;
Sonata para piano n.º 5 en Sol mayor K. 283
;
Sonata para piano n 5
;
Sonata para piano nº 5 en Sol mayor, K 283
;
Sonata para piano n. 5 en Sol mayor K. 283
;
Sonata para piano n. 5 en Sol mayor, K. 283
;
Sonata para piano n.º 5 en Sol mayor, K. 283
;
Sonata para piano n º 5
;
K 283
;
Piano Sonata in G Major, K. 283
;
Pianosonate nr. 5 (Mozart)",,
04413,Pedal-Exercitium,"Bach, Johann Sebastian","BWV 598 ; BC Q 2 ; BWV App C, S.705",IJB 470,G minor,1 movement,Baroque,Baroque,Piano,"https://imslp.org/wiki/Pedal-Exercitium,_BWV_598_(Bach,_Johann_Sebastian)",,1730,"Ejercicio de pedal, BWV 598
;
Pedal Exercitium, BWV 598","WorldCat
;
VIAF
:
185244227
;
LCCN
:
n2005030442
;
GND
:
300010400
;
BNF
:
139097158",,,,"BWV598
;
Pedal-exercitium
;
Pedalexercitium
;
Pedal exercitium",,
271042,"An Alexis, H/K WoO 4","Schumann, Robert",H/K WoO 4,IRS 7,,,Romantic,Romantic,Piano,"https://imslp.org/wiki/An_Alexis,_H/K_WoO_4_(Schumann,_Robert)","Kanon über ""An Alexis""",,,,,,,,,
54920,Etudes after Paganini Caprices,"Schumann, Robert","Op.3 (Originally, Op.2)",IRS 29,see below,"6 etudes:
Etude in A minor (after
Caprice No.5 in A minor
)
Etude in E major (after
Caprice No.9 in E major
)
Etude in C major (after
Caprice No.11 in C major
)
Etude in B-flat major (after
Caprice No.13 in B
♭
major
)
Etude in E-flat major (after
Caprice No.19 in E
♭
major
)
Etude in G minor (after
Caprice No.16 in G minor
)",Romantic,Romantic,Piano,"https://imslp.org/wiki/Etudes_after_Paganini_Caprices,_Op.3_(Schumann,_Robert)",Sechs Studien nach Capricen von Paganini,1832,"Six Études d'après des Caprices de Paganini
;
Studien nach Capricen von Paganini
;
Études After Paganini Caprices
;
パガニーニの奇想曲による練習曲
;
Estudios sobre los Caprichos de Paganini","WorldCat
;
VIAF
:
86145067257066631165
;
GND
:
300146671
;
BNF
:
13918975n",,".
1832",,Etudes pour le Pianoforte d'après les Caprices de Paganini,,
302467,Zwei Stücke aus Tannhäuser und Lohengrin,"Liszt, Franz",S.445 ; LW.A176,IFL 365,,"2 pieces
Einzug der Gäste auf der Wartburg
(Marche du Tannhäuser)
after the March from Act II of
Tannhäuser
Elsas Brautzug zum Münster
after Elsa's bridal procession from Act II of
Lohengrin",Romantic,Romantic,Piano,"https://imslp.org/wiki/2_St%C3%BCcke_aus_Tannh%C3%A4user_und_Lohengrin,_S.445_(Liszt,_Franz)",2 Pieces from Tannhäuser and Lohengrin,"1852 (No.1 rev.1874, 1876)",,,,".
1853",Hans von Bülow,,,
54015,4 Fugues,"Schumann, Robert",Op.72,IRS 39,see below,"4 fugues
Nicht schnell (D minor)
Sehr lebhaft (D minor)
Nicht schnell und sehr ausdrucksvoll (F minor)
Im mäßigen Tempo (F major)",Romantic,Romantic,Piano,"https://imslp.org/wiki/4_Fugues_Op.72_(Schumann,_Robert)",,1845,,,,".
1850 – Leipzig: F. Whistling","Carl Reinecke
(1824–1910)",,,
289811,Symphonic Etudes,"Schumann, Robert",Op.13,IRS 151,,"Theme, 11 Etudes/Variations (9 in 2nd ed)
(5 suppl. variations), Finale",Romantic,Romantic,Piano,"https://imslp.org/wiki/Symphonic_Etudes,_Op.13_(Schumann,_Robert)","Symphonische Etüden in Orchesterkarakter for Piano von Florestan und Eusebius (first version)
Second version: Etudes en formes de Variations",1834,"Studi sinfonici
;
Symphonic Studies
;
Études symphoniques
;
交響的練習曲
;
Estudos Sinfônicos
;
Симфонічні етюди
;
Симфонические этюды
;
Sinfonische Etüden
;
교향적 연습곡
;
交响练习曲
;
Estudios sinfónicos (Schumann)","WorldCat
;
Wikipedia
;
VIAF
:
174508163
;
LCCN
:
n81055337
;
GND
:
300144660
;
BNF
:
13918930p",,".
1835",William Sterndale Bennett,"Études symphoniques, Op. 13
;
Symphonic Etudes, Op. 13",,
30802,Réminiscences de Don Juan,"Liszt, Franz",S.418 ; LW.A80,IFL 319,,1 movement,Romantic,Romantic,Piano,"https://imslp.org/wiki/R%C3%A9miniscences_de_Don_Juan,_S.418_(Liszt,_Franz)",Grand fantaisie,1841,"「ドン・ジョヴァンニ」の回想
;
唐璜的回忆","WorldCat
;
Wikipedia
;
VIAF
:
183675273
;
LCCN
:
no92029273
;
BNF
:
139184053",,".
1843 – Berlin:
Schlesinger",King Christian VIII of Denmark (1786-1848),"Réminiscences de don juan
;
Reminiscences de Don Juan",,
160405,Hungarian Rhapsody No.13,"Liszt, Franz",S.244/13 ; LW.A132/13,IFL 175,A minor,1 rhapsody,Romantic,Romantic,Piano,"https://imslp.org/wiki/Hungarian_Rhapsody_No.13,_S.244/13_(Liszt,_Franz)",Andante sostenuto,1847,"Hungarian Rhapsody No. 13
;
Ungarische Rhapsodie Nr. 13
;
第13號匈牙利狂想曲",Wikipedia,,".
1853",Count Leo Festetics,,,
03123,Adagio in E major,"Schubert, Franz",D.612,IFS 23,E major,Adagio,Romantic,Romantic,Piano,"https://imslp.org/wiki/Adagio_in_E_major,_D.612_(Schubert,_Franz)",,1818 (April),,,,".
1869 - Winterthur:
J. Rieter-Biedermann",,,,
137771,Impromptu No.3,"Chopin, Frédéric",Op.51,IFC 33,G-flat major,Tempo giusto,Romantic,Romantic,Piano,"https://imslp.org/wiki/Impromptu_No.3,_Op.51_(Chopin,_Fr%C3%A9d%C3%A9ric)",,1842,"Impromptu op. 51 (Chopin)
;
Impromptu no. 3 in G-flat major, Op. 51
;
即興曲第3番 (ショパン)
;
Impromptu n.º 3 (Chopin)
;
Improvviso n. 3 op. 51
;
Impromptu núm. 3
;
Impromptu Op. 51. (Chopin)
;
即興曲第3號
;
즉흥곡 3번","WorldCat
;
Wikipedia
;
VIAF
:
1449159477911827990000
;
LCCN
:
no97074876",,".
1843",A Mme. la Comtesse Esterhazy,"Improptu n.º 3 (Chopin)
;
Impromptu n º 3 (Chopin)
;
Impromptu n 3 (Chopin)
;
Improptu n 3 (Chopin)
;
Impromptu n. 3 (Chopin)
;
Improptu n. 3 (Chopin)
;
Chopin, Frédéric, 1810-1849. Impromptus, piano, no. 3, op. 51, G♭ major",,
02212,Prelude and Fugue No.7 in E-flat major,"Bach, Johann Sebastian",BWV 852 ; BC L 86,IJB 528,E-flat major,"2 movements:
Præludium
Fuga",Baroque,Baroque,Piano,"https://imslp.org/wiki/Prelude_and_Fugue_in_E-flat_major,_BWV_852_(Bach,_Johann_Sebastian)",Praeludium et Fuga a 3 voci,"1722 in
Das wohltemperierte Klavier I, BWV 846-869
(No.7)","Präludium und Fuge Es-Dur BWV 852
;
Prélude et fugue en mi bémol majeur (BWV 852)
;
Прелюдия и фуга ми-бемоль мажор, BWV 852","GND
:
1076375103
;
BNF
:
139448573",,".
1801",,,,
08916,Piano Sonata in E major,"Schubert, Franz",D.154,IFS 35,E major,"1 movement:
Allegro (E major - fragment)",Romantic,Romantic,Piano,"https://imslp.org/wiki/Piano_Sonata_in_E_major,_D.154_(Schubert,_Franz)",Allegro in E major,1815 February 11,,,6 minutes,".
1897 –
Franz Schubert's Werke",,,,
111849,Mazurkas,"Chopin, Frédéric",Op.59,IFC 56,,"3 pieces:
Moderato (A minor)
Allegretto (A
♭
major)
Vivace (F
♯
minor)",Romantic,Romantic,Piano,"https://imslp.org/wiki/Mazurkas,_Op.59_(Chopin,_Fr%C3%A9d%C3%A9ric)",,1845,"Mazurkas, Op. 59
;
マズルカ作品59 (ショパン)
;
3 Mazurche op. 59
;
Masurques op. 59
;
Μαζούρκες, έργο 59
;
Mazurki op. 59","WorldCat
;
Wikipedia
;
VIAF
:
180848192
;
LCCN
:
no97074809",,".
1845 (November) - Wessel, London","No.2:
Cécile Mendelssohn
(1817-1853) (wife of the composer. See Instytut F.C.) (no.2 only)","Three Mazurkas, Op. 59
;
Μαζούρκες, Op. 59",,
08401,2 Preludes,"Scriabin, Aleksandr",Op.67,IAS 70,,2,Romantic,Early 20th century,Piano,"https://imslp.org/wiki/2_Preludes,_Op.67_(Scriabin,_Aleksandr)",,,,,,".
1913
Hofmeister's
Monatsbericht
(1913), p.218",,,,
109088,Prelude and Fugue (on the name of 'B-A-C-H'),"Bach, Johann Sebastian",BWV 898,IJB 551,B-flat major,"2 movements:
Præludium
Fuga",Baroque,Baroque,Piano,"https://imslp.org/wiki/Prelude_and_Fugue_on_%27B-A-C-H%27,_BWV_898_(Bach,_Johann_Sebastian)",,,,,5 minutes,,,,,
04419,Fugue,"Bach, Johann Sebastian",BWV 580 ; BWV Anh.II 42 ; BC J 65,IJB 207,D major,1 fuga,Baroque,Baroque,Piano,"https://imslp.org/wiki/Fugue_in_D_major,_BWV_580_(Bach,_Johann_Sebastian)",Fuge,,,,,".
1881",,,,
01018,Prelude and Fugue No.14 in F-sharp minor,"Bach, Johann Sebastian",BWV 859 ; BC L 93,IJB 539,F-sharp minor,"2 movements:
Præludium
Fuga",Baroque,Baroque,Piano,"https://imslp.org/wiki/Prelude_and_Fugue_in_F-sharp_minor,_BWV_859_(Bach,_Johann_Sebastian)",Praeludium et Fuga a 4 voci,"1722 in
Das wohltemperierte Klavier I, BWV 846-869
(No.14)","Präludium und Fuge fis-Moll BWV 859
;
Prélude et fugue en fa dièse mineur (BWV 859)
;
Прелюдия и фуга фа-диез минор, BWV 859","GND
:
300229356",5 minutes,".
1801",,,,
07754,Lesson No.3,"Sandoni, Pietro Giuseppe","(BWV 836-837) (Nos.1-2); (BC A 40-41) (Nos.1-2) ; BR-WFB A 40-41 (Nos.1-2) ;
Fk-Add. 205 (Nos.1-2) ; BWV Suppl 1, p.636 (Nos.1-2)",IPS 3,G minor (Nos.1-2),"3 movements:
Prelude or Allemande (Largo, 15 bars, J.S. Bach: BWV 837, Incomplete)
Allemande (Allegro, 20 bars, J.S. Bach: BWV 836)
Gigue",Baroque,Baroque,Piano,"https://imslp.org/wiki/Allemande_in_G_minor,_BWV_837_(Bach,_Johann_Sebastian)",,1720-22 ca.,,,,".
1897 (Nos.1-2)",,,,
471873,Divertimento,"Haydn, Joseph",Hob.XVI:45,IJH 167,E-flat major,"3 movements:
Moderato (E
♭
major)
Andante (A
♭
major)
Finale
. Allegro di molto (E
♭
major)",Classical,Classical,Piano,"https://imslp.org/wiki/Divertimento_in_E-flat_major,_Hob.XVI:45_(Haydn,_Joseph)",Klaviersonate Nr.29,1765/67,,,,,,,,
