,Work Title,Composer,Opus/Catalogue Number,I-Catalogue Number,Key,Movements/Sections,Composer Time Period,Piece Style,Instrumentation,url,Alternative Title,First Publication,Name Translations,Name Aliases,Authorities,Year/Date of Composition,Dedication,Average Duration,Copyright Information,Language,Librettist
209969,Perles d'Italie,"Oesten, Theodore",Op.57,ITO 51,,"6 pieces:
Der Mulatte
Based on
Anna Bolena
by
Donizetti
Don Juan
Zauberflöte
Based on
I Capuleti e i Montecchi
by
Bellini
Based on
Martha
by
Flotow",Romantic,Romantic,Piano,"https://imslp.org/wiki/Perles_d%27Italie,_Op.57_(Oesten,_Theodore)",6 morceaux élégants,,,,,,,,,,
451287,Fugue in C major,"Pachelbel, Johann",P.147 ; T.271,IJP 67,C major,1 fugue,Baroque,Baroque,Piano,"https://imslp.org/wiki/Fugue_in_C_major,_P.147_(Pachelbel,_Johann)",,".
1903 or before",,,,,,,,,
366735,Tanzweisen,"Reinhold, Hugo",Op.35,IHR 50,,24 pieces,Romantic,Romantic,Piano,"https://imslp.org/wiki/Tanzweisen,_Op.35_(Reinhold,_Hugo)",,".
1883",,,,,,,,,
06910,6 Morceaux,"Moszkowski, Moritz",Op.81,IMM 57,,"6 pieces
Canon (A
♭
major)
Allegro agitato (F minor)
Étude de Legato (D
♭
major)
Humoresque (D minor, ends in D major)
Romance (A
♭
major)
Melodia appassionata (E minor, ends in E major)",Romantic,Romantic,Piano,"https://imslp.org/wiki/6_Morceaux,_Op.81_(Moszkowski,_Moritz)",6 Piano Pieces,".
1909 – Mainz:
Schott
(
Hofmeister's
Monatsbericht
(1909), p.157
)",,,,,"see below
à Monsieur
Joaquín Nin
à Madame
Marie Panthès-Kutner
à Madame Eugénie Schaffner
à Monsieur
Josef Lhévinne
à Monsieur
Ossip Gabrilowitsch
à Monsieur
Leopold Godowsky",,,,
483799,"Der Tag, der ist so freudenreich","Buxtehude, Dietrich",BuxWV 182,IDB 161,G major,,Baroque,Baroque,Piano,"https://imslp.org/wiki/Der_Tag,_der_ist_so_freudenreich,_BuxWV_182_(Buxtehude,_Dietrich)",The day is so joyful,".
1875-76",,,,,,,,,
318758,Allegretto,"Beethoven, Ludwig van",WoO 53,ILB 11,C minor,Allegretto,Classical,Classical,Piano,"https://imslp.org/wiki/Allegretto,_WoO_53_(Beethoven,_Ludwig_van)",,,,,,1796-97,,,,,
10690,Fantasia Brillante on Benedict's Opera 'The Bride of Venice',"Moscheles, Ignaz",,IIM 20,,,Romantic,Classical,Piano,"https://imslp.org/wiki/Fantasia_Brillante_on_Benedict%27s_Opera_%27The_Bride_of_Venice%27_(Moscheles,_Ignaz)",,,,,,,,,,,
18085,Pensiero Musicale,"Martucci, Giuseppe",Op.10,IGM 37,A-flat major,1,Romantic,Romantic,Piano,"https://imslp.org/wiki/Pensiero_musicale,_Op.10_(Martucci,_Giuseppe)",A cader delle foglie?,".
1876",,,,,,,,,
05828,Fugue,"Bach, Johann Sebastian",BWV 954 ; BC L 163,IJB 198,B-flat major,1 fuga,Baroque,Baroque,Piano,"https://imslp.org/wiki/Fugue_in_B-flat_major,_BWV_954_(Bach,_Johann_Sebastian)",Fuge ; Fuge on a Theme by Johann Adam Reinken,".
1880",,,,1730?,,,,,
492465,L'Adieu,"Dussek, Jan Ladislav",Craw 175,IJD 1,B-flat major,,Romantic,Classical,Piano,"https://imslp.org/wiki/L%27Adieu_(Dussek,_Jan_Ladislav)",Andante ; Les adieux ?,,,,,,,5 minutes,,,
103884,2 Gigues,"Brahms, Johannes",WoO 4,IJB 38,see below,"2 gigues:
Gigue in A minor
Gigue in B minor",Romantic,Romantic,Piano,"https://imslp.org/wiki/2_Gigues,_WoO_4_(Brahms,_Johannes)",,".
1927 – Leipzig:
Breitkopf & Härtel",,,,1855,,4 minutes,,,
271228,2 Instructive Sonatinas,"Loeschhorn, Albert",Op.180,IAL 9,C (major) & A minor,2,Romantic,Romantic,Piano,"https://imslp.org/wiki/2_Instructive_Sonatinas,_Op.180_(Loeschhorn,_Albert)",,".
1882",,,,,,,,,
356834,Le Coureur,"Czerny, Carl",Op.560,ICC 24,,1,Romantic,Romantic,Piano,"https://imslp.org/wiki/Le_Coureur,_Op.560_(Czerny,_Carl)",Exercice brillante,".
1839",,,,,M.R. Linter,,,,
24886,"8 Variations on ""Laat ons juichen""","Mozart, Wolfgang Amadeus",K.24 ; K.Anh.208,IWM 611,G major,9,Classical,Classical,Piano,"https://imslp.org/wiki/8_Variations_on_%22Laat_ons_juichen%22,_K.24_(Mozart,_Wolfgang_Amadeus)",Variations on an Allegretto ; Variationen über ein holländisches Lied von Christian Ernst Graaf,".
1766 – Amsterdam:
J. J. Hummel","Ocho variaciones sobre «Laat ons juichen, batavieren!»
;
Huit variations en sol majeur pour piano sur «Laat ons juichen, Batavieren!»
;
Otto Variazioni per pianoforte K 24
;
Acht Variationen in G über das holländische Lied ""Laat ons Juichen, Batavieren!""","K 24
;
KV 24
;
Acht Variationen in G über das holländische Lied ""Laat ons Juichen, Batavieren!"" von Christian Ernst Graaf
;
8 Variationen für Klavier über ein Allegretto
;
Acht Variationen für Klavier über ein holländisches Lied von Christian Ernst Graaf
;
Acht Variationen KV 24
;
Eight Variations in G major
;
Eight Variations K 24","WorldCat
;
VIAF
:
177201966
;
GND
:
300111762
;
BNF
:
139772971",1766,,,,,
94640,30 Easy and Melodious Studies,"Schytte, Ludvig",Op.66,ILS 10,,30,Romantic,Romantic,Piano,"https://imslp.org/wiki/30_Easy_and_Melodious_Studies,_Op.66_(Schytte,_Ludvig)",30 Etudes faciles et progressives p. Piano.,".
1890
by
Arthur P. Schmidt",,,,,,,,,
462487,2 Morceaux,"Lyadov, Anatoly",Op.9,IAL 32,,"2 pieces:
Вальс ; Valse. Moderato (F
♯
minor, ends F
♯
major)
Мазурка ; Mazurka. Allegretto con spirito (A
♭
major)",Romantic,Romantic,Piano,"https://imslp.org/wiki/2_Morceaux,_Op.9_(Lyadov,_Anatoly)",Две Пьесы,".
1885
Hofmeister's
Monatsbericht
(1885), p.363",,,,1884,"see below
A. I. Kuskova (А. И. Кускова)
Mily Balakirev
(1837–1910)",,,,
198301,Romance sans paroles,"Saint-Saëns, Camille",,ICS 194,B minor,,Romantic,Romantic,Piano,"https://imslp.org/wiki/Romance_sans_paroles_(Saint-Sa%C3%ABns,_Camille)",Romance without words,".
1872",,,,1871 October,,,,,
512080,Danse orientale,"Marmontel, Antoine François",Op.110,IAM 22,B-flat minor,,Romantic,Romantic,Piano,"https://imslp.org/wiki/Danse_orientale,_Op.110_(Marmontel,_Antoine_Fran%C3%A7ois)",,".
1872",,,,,"à mon élève Mademoiselle Mary Holmès (
Augusta Mary Anne Holmès
)",,"Publication noted in the
Bibliographie de la France
:
2e série, 61e année, Nº 6, 10 Février 1872, p.63, reg.296.",,
359467,2 Etudes for Piano,"Blumenfeld, Felix",Op.29,IFB 11,,"2 studies:
Allegro con fuoco (D minor)
Allegro giusto ed energico (A major)",Romantic,Romantic,Piano,"https://imslp.org/wiki/Two_Etudes_for_Piano,_Op._29_(Blumenfeld,_Felix)",Deux etudes pour piano,".
1898",,,,,"à son ami Monsieur Nicolas Lawrow (
Nikolay Lavrov
, 1861–1927)",,,,
55215,Barcarolle No.1,"Fauré, Gabriel",Op.26,IGF 7,A minor,1 barcarolle,Romantic,Romantic,Piano,"https://imslp.org/wiki/Barcarolle_No.1_Op.26_(Faur%C3%A9,_Gabriel)",,".
1881 – Paris:
J. Hamelle",,,,"1881?
First Perf
ormance
.
1882 December 9 by Camille Saint-Saëns",Mme Montigny-Rémaury,,,,
34217,"Wachet auf, ruft uns die Stimme","Bach, Johann Sebastian",BWV 645 ; Op.5 No.1 ; BC K 22,IJB 673,E-flat major,1 chorale prelude,Baroque,Baroque,Piano,"https://imslp.org/wiki/Wachet_auf,_ruft_uns_die_Stimme,_BWV_645_(Bach,_Johann_Sebastian)",,".
1748 ca. in
6 Choräle von verschiedener Art , Op.5
(No.1)",,,,1747-48,,4-5 minutes,,,
23954,Keyboard Sonata in A minor,"Bach, Carl Philipp Emanuel",H.247 ; Wq.57/2,ICB 100,"board Sonata in A minor
Alt
ernative
.
Title
Composer
Bach, Carl Philipp Emanuel
Opus/Catalogue Number
Op./Cat. No.
H.247 ; Wq.57/2
I-Catalogue Number
I-Cat. No.
ICB 100
Key
A minor",3,Classical,Classical,Piano,"https://imslp.org/wiki/Keyboard_Sonata_in_A_minor,_H.247_(Bach,_Carl_Philipp_Emanuel)",,".
1781",,,,1774,,,,,
12644,7 Sketches,"Bartók, Béla",Sz.44 ; Op.9b,IBB 43,,"7 pieces:
Portrait of a Girl. Andante con moto (G mixolydian, 64 bars)
See-saw, Dickory-daw. Commodo (C minor, 20 bars)
Lento (C major, 26 bars)
Non troppo lento (C
♯
minor, 46 bars)
Romanian folksong. Andante rubato (B major, 38 bars)
In Walachian style. Allegretto (E locrian, 32 bars)
Poco lento (B major, 23 bars)",Early 20th century,Early 20th century,Piano,"https://imslp.org/wiki/7_Sketches,_Sz.44_(Bart%C3%B3k,_B%C3%A9la)",7 Vázlatok ; Esquisses,".
1911",,,,1908-10,,,,,
210069,Perles allemandes,"Oesten, Theodore",,ITO 50,,"6 pieces:
An Adelheid: ""Leibend gedenk' ich dein""
Du bist wie eine Blume
Die Fahnenwacht
Agathe: ""Wenn die Schwalben heimwärts zieh'n"" (When the Swallows Fly)
O wär' ich doch des Mondes Licht
Fliege Schifflein",Romantic,Romantic,Piano,"https://imslp.org/wiki/Perles_allemandes,_Op.62_(Oesten,_Theodore)",6 fantaisies élégantes,,,,,,,,,,
456369,Papillons,"Schumann, Robert",Op.2,IRS 104,,"12 pieces:
Introduction. Moderato (D major)
1. Waltz (D major)
2. Waltz. Prestissimo (E
♭
major)
3. Waltz (F
♯
minor)
4. Waltz (A major)
5. Polonaise (B
♭
major)
6. Waltz (D minor)
7. Waltz (F minor). Semplice
8. Waltz (C
♯
minor)
9. Waltz. Prestissimo (B
♭
minor)
10. Waltz. Vivo (C major)
11. Polonaise (D major)
12. Finale (D major)",Romantic,Romantic,Piano,"https://imslp.org/wiki/Papillons,_Op.2_(Schumann,_Robert)",,".
1831","蝶々
;
蝴蝶
;
Бабочки
;
나비","Papillons, Op. 2","WorldCat
;
Wikipedia
;
VIAF
:
185384500
;
GND
:
300145950
;
BNF
:
139189551
;
BNE
:
XX2182544",1829-31,,,,,
06573,Thème et variations,"Fauré, Gabriel",Op.73,IGF 115,C-sharp minor,1 set of variations,Romantic,Romantic,Piano,"https://imslp.org/wiki/Th%C3%A8me_et_Variations,_Op.73_(Faur%C3%A9,_Gabriel)",,".
1897","Thème et Variations
;
主題と変奏 (フォーレ)
;
Thema und Variationen
;
Theme and Variations","Thema und Variationen cis-Moll
;
Theme and Variations in C-flat minor",,"1895
First Perf
ormance
.
1896-12-10 in London","A Mademoiselle
Thérèse Roger",14-18 minutes,,,
09905,Piano Sonata No.26,"Dussek, Jan Ladislav",Op.64 (Pleyel)/Op.70 (Breitkopf und Härtel)/Op.71 (Cianchettini & Sperati)/Op.77 (André)/Craw 221,IJD 63,A-flat major,4 movements,Romantic,Classical,Piano,"https://imslp.org/wiki/Piano_Sonata_No.26,_Op.70_(Dussek,_Jan_Ladislav)","Le Retour à Paris, Plus ultra",,,,,1807,Mme la Princesse de Bénévent,,,,
294002,Fantasia,"Mozart, Wolfgang Amadeus",Op.11 ; K.475,IWM 181,C minor,,Classical,Classical,Piano,"https://imslp.org/wiki/Fantasia_in_C_minor,_K.475_(Mozart,_Wolfgang_Amadeus)",Fantasy No.4,".
1785 – Vienna:
Artaria","Fantasia No. 4
;
Fantasía n.º 4 (Mozart)
;
Фантазия № 4
;
Fantasia in do minore K 475
;
Fantasie No. 4
;
Fantaisie nº 4
;
幻想曲K.475
;
פנטזיה מס. 4 בדו מינור
;
환상곡 다단조, K. 475","KV 475
;
Fantasia in Do minore K 475
;
K 475
;
Fantasia in C Minor, K. 475","WorldCat
;
Wikipedia
;
VIAF
:
185089369
;
LCCN
:
n81112133
;
BNF
:
14785726d",1785,Therese von Trattner,,,,
03285,Fugue,"Bach, Johann Sebastian",BWV 952 ; BC L150,IJB 202,C major,1,Baroque,Baroque,Piano,"https://imslp.org/wiki/Fugue_in_C_major,_BWV_952_(Bach,_Johann_Sebastian)",,".
1843",,,,,,,,,
483845,"Kommt her zu mir, spricht Gottes Sohn","Buxtehude, Dietrich",BuxWV 201,IDB 102,G minor,1 chorale prelude,Baroque,Baroque,Piano,"https://imslp.org/wiki/Kommt_her_zu_mir,_spricht_Gottes_Sohn,_BuxWV_201_(Buxtehude,_Dietrich)","Come unto me, saith the Son of God",".
1875-76",,,,,,,,,
348816,4 Arabesques,"Heller, Stephen",Op.49,ISH 1,,4 Pieces,Romantic,Romantic,Piano,"https://imslp.org/wiki/4_Arabesques,_Op.49_(Heller,_Stephen)",,".
1845 - Stern",,,,,,,,,
09028,La Danse des fées,"Hiller, Ferdinand",Op.9,IFH 6,E major,1,Romantic,Romantic,Piano,"https://imslp.org/wiki/La_Danse_des_f%C3%A9es,_Op.9_(Hiller,_Ferdinand)",,".
1833 – Leipzig:
Friedrich Hofmeister",,,,"1833 January 21, Paris",Mademoiselle Taglioni,,,,
209995,Frühlingsknospen,"Oesten, Theodore",Op.173,ITO 16,,"12 pieces:
Schattentanz aus ""Dinoarh"" (sic?)
Du, du liegst mir im Herzen
Romanze aus ""Josef in Ägypten""
Ach, wie ist's möglich dann
Mich flieben alle Freuden (Nel vor Più)
Es kann ja nicht immer so bleiben
Quartett aus ""Rigoletto""
Jetzt gang i ans Brünelle
La Donna e mobile aus ""Rigoletto""
Der kleine Rekrut (Kücken)
Cavatine aus ""Torquato Tasso""
In einem kühlen Grunde",Romantic,Romantic,Piano,"https://imslp.org/wiki/Fr%C3%BChlingsknospen,_Op.173_(Oesten,_Theodore)",12 Melodische und brilliante Tonstücke über Opern und Volksmelodien,".
1865 ca.",,,,,,,,,
318769,Fugue for Organ,"Beethoven, Ludwig van",WoO 31,ILB 70,D major,In Geschwinder Bewegung,Classical,Classical,Piano,"https://imslp.org/wiki/Fugue_for_Organ,_WoO_31_(Beethoven,_Ludwig_van)",,,,,,1783,,,,,
271046,6 Concert Etudes after Paganini Caprices Op.10,"Schumann, Robert",Op.10,IRS 20,see below,"6 studies:
Etude after Caprice No.14 in A
♭
major
Etude after Caprice No.6 in G minor
Etude after Caprice No.10 in G minor
Etude after Caprice No.4 in C minor
Etude after Caprice No.2 in B minor
Etude after Caprice No.3 in E minor",Romantic,Romantic,Piano,"https://imslp.org/wiki/6_Concert_Etudes_after_Paganini_Caprices,_Op.10_(Schumann,_Robert)",Originally: Capricen für das Pianoforte auf dem Grund der Violinstimme von Paganini zu Studien freie bearbeitet,".
1835",,,,1833,,,,,
07447,"2 Piano Pieces, Op.22","Scharwenka, Xaver",Op.22,IXS 26,,2,Romantic,Romantic,Piano,"https://imslp.org/wiki/2_Piano_Pieces,_Op.22_(Scharwenka,_Xaver)",2 Stücke,".
ca. 1874",,,,ca. 1874,,,,,
210453,Auf den Lagunen,"Oesten, Theodore",Op.222,ITO 5,,1,Romantic,Romantic,Piano,"https://imslp.org/wiki/Auf_den_Lagunen,_Op.222_(Oesten,_Theodore)",On the Rialto ; Barcarolle,,,,,,,,,,
363304,"Psyché, Op.88","Kullak, Theodor",Op.88,ITK 34,,1,Romantic,Romantic,Piano,"https://imslp.org/wiki/Psych%C3%A9,_Op.88_(Kullak,_Theodor)",Étude fantastique,".
1854 – Berlin:
Schlesinger",,,,,Marianne Lessing,,,,
09990,Polonaise in G-flat Major (P1-8),"Chopin, Frédéric",B.36 ; P1-8,IFC 86,G-flat major,,Romantic,Romantic,Piano,"https://imslp.org/wiki/Polonaise_in_G-flat_major,_B.36_(Chopin,_Fr%C3%A9d%C3%A9ric)",,,"ポロネーズ第16番
;
Полонез соль-бемоль мажор
;
Polacca in sol bemolle maggiore",,"WorldCat
;
LCCN
:
no2003021526",1829 ca.,,,,,
07022,Bolero,"Heller, Stephen",Op.32,ISH 5,,,Romantic,Romantic,Piano,"https://imslp.org/wiki/Bolero,_Op.32_(Heller,_Stephen)",Bolero sur 'La Juive' de Halévy,,,,,,,,,,
07187,Two Impromptus,"Blumenfeld, Felix",Op.13,IFB 16,,"2 impromptus
Allegro (A
♭
major)
Allegro (G
♭
major)",Romantic,Romantic,Piano,"https://imslp.org/wiki/2_Impromptus,_Op.13_(Blumenfeld,_Felix)",Deux Impromptus,,,,,"1890 (No.1), 1888 (No.2)","mon frère Stanislas (
Stanislav Blumenfeld
, 1850-1897)",,,,
355917,The School of Fugue Playing,"Czerny, Carl",Op.400,ICC 217,,"12 preludes and 12 fugues
C minor
Preludio. Allegro non troppo
Fuga. Allegro molto (Zweistimmig ; 2-voice)
E major
Preludio. Allegro con spirito
Fuga. Allegro (Zweistimmig ; 2-voice)
B
♭
major
Preludio. Allegro commodo
Fuga. Allegro (Dreistimmig ; 3-voice)
B
♭
minor
Preludio. Allegro moderato
Fuga. Allegro (Dreistimmig ; 3-voice)
D major
Preludio. Allegro maestoso
Fuga. Allegro vivace (Dreistimmig ; 3-voice)
C major
Preludio. Moderato
Fuga. Molto Allegro (Dreistimmig ; 3-voice)
G minor
Preludio. Allegro vivace
Fuga. Allegro moderato (Vierstimmig ; 4-voice)
E
♭
minor
Preludio. Allegro moderato
Fuga. Allegro moderato (Vierstimmig ; 4-voice)
F minor
Preludio. Allegro vivace
Fuga. Moderato quasi Andante (Vierstimmig ; 4-voice)
E minor
Preludio. Allegro vivace e con Bravura
Fuga. Allegro vivace (Vierstimmig ; 4-voice)
F major
Preludio. Andante maestoso
Fuga. Molto Allegro (Vierstimmig ; 4-voice)
B minor
Preludio. Allegro agitato ed energico
Fuga. Allegro (Vierstimmig ; 4-voice)",Romantic,Romantic,Piano,"https://imslp.org/wiki/The_School_of_Fugue_Playing,_Op.400_(Czerny,_Carl)","Etude de l'execution des fugues et des compositions dans le style sévère, contenant 12 préludes et 12 fugues pour le piano.
Die Schule des Fugenspiels und des Vortrags mehrstimiger Sätze und deren besonderer Schwierigkeiten auf dem Piano-forte in 24 großen Uibungen.",".
1837 – Paris:
Richault",,,,,"Dem Herrn Musikdirector Felix Mendelssohn-Bartholdy aus freundschaftlicher Achtung zugeeignet (
Felix Mendelssohn
, 1809–1847)",,,,
453363,Fugue in G major,"Pachelbel, Johann",P.137 ; T.281,IJP 79,G major,1 fugue,Baroque,Baroque,Piano,"https://imslp.org/wiki/Fugue_in_G_major,_P.137_(Pachelbel,_Johann)",,".
1901 or before",,,,,,,,,
101678,Piano Sonata,"Busoni, Ferruccio","Op.8 ; BV 61 [this is actually BV 62; listed in Kindermann as ""Scherzo in fis-Moll für Pianoforte, op. 8""]",IFB 42,E major,,Romantic,Romantic,Piano,"https://imslp.org/wiki/Piano_Sonata,_Op.8,_BV_61_(Busoni,_Ferruccio)",,,,,,1878,"All'illustre critico cavaliere
Filippo dottore Filippi
(1830–1887)",,,,
07194,Fragments caractéristiques,"Blumenfeld, Felix",Op.33,IFB 13,A minor,"2 pieces:
Lento - (attacca)
Non troppo presto",Romantic,Romantic,Piano,"https://imslp.org/wiki/Fragments_caract%C3%A9ristiques,_Op.33_(Blumenfeld,_Felix)",,".
1902",,,,,"Sigizmund Zaremba
(1861–1915)",,,,
40422,7 National Dances,"Rubinstein, Anton",Op.82,IAR 53,,"7 pieces:
Lesghinka (Caucase)
Moderato (C minor)
Allegro assai (G major)
Czardas (Hongrie)
Modrato assai (E minor)
Allegro vivace (E major)
Tarentelle (Italie) (G minor, ends G major)
Mazourka (Pologne) (D major)
Valse (Allemagne) (F major)
Russkaya I Trepak (Russie)
Moderato assai (G major)
Allegro (C major)
Polka (Bohème)  (G major)",Romantic,Romantic,Piano,"https://imslp.org/wiki/7_National_Dances,_Op.82_(Rubinstein,_Anton)",,".
1868",,,,1868,"see below
à Mademoiselle Wera de Tschikouanoff
à Madame la Baronne de Oetvös née de Kosty
à Monsieur Alfred Jaell (
Alfred Jaëll
, 1832–1882)
à Monsieur Charles Tausig (
Carl Tausig
, 1841–1871)
à Mademoiselle Hélène Heermann
à Monsieur
Alexandre Dubuque
(1812–1898)
a Mademoiselle Helene Rösler",,,,
00760,Invention in B minor,"Bach, Johann Sebastian",BWV 786 ; BC L 41,IJB 840,B minor,1 invention,Baroque,Baroque,Piano,"https://imslp.org/wiki/Invention_in_B_minor,_BWV_786_(Bach,_Johann_Sebastian)",Inventio 15,".
1801 in
15 Inventions
(No.15)",,,,"1723 in
Inventions and Sinfonias",,,,,
02089,Polacca brillante,"Weber, Carl Maria von",Op.72 ; J.268,ICW 60,E major,,Romantic,Romantic,Piano,"https://imslp.org/wiki/Polacca_brillante,_Op.72_(Weber,_Carl_Maria_von)",Grande polonaise brillante / L'hilarité,".
1819 (or 1820?)",,,"WorldCat
;
VIAF
:
293634776
;
BNF
:
13963471q",1819 August 25,,,,,
38561,Graz Waltzes,"Schubert, Franz",D.924 (Op.91),IFS 313,,12 waltzes,Romantic,Romantic,Piano,"https://imslp.org/wiki/12_Grazer_Waltzer,_D.924_(Schubert,_Franz)",,".
1828",,,,1827 (?),,,,,
53510,4 Klavierstücke,"Schumann, Robert",Op.32,IRS 72,,"4 pieces
Scherzo
Gigue
Romanze
Fughette",Romantic,Romantic,Piano,"https://imslp.org/wiki/4_Klavierst%C3%BCcke,_Op.32_(Schumann,_Robert)","Scherzo, Gigue, Romanze und Fughette
4 Piano Pieces",".
1841 – Hamburg:
Schuberth & Co.
(
Hofmeister's
Monatsbericht
(1841), p.55
)",,,,1835-36,Fräulein Amalie Rieffel,,,,
04458,Elegy No.2,"Liszt, Franz",S.197 ; LW.A277,IFL 90,,1,Romantic,Romantic,Piano,"https://imslp.org/wiki/Elegy_No.2,_S.197_(Liszt,_Franz)",Zweite Elegie,".
1878 – Leipzig:
C.F. Kahnt Nachfolger",,,,1877,Lina Ramann,,,,
100911,Album des Chants favoris de Pischek en forme de fantaisie brillante,"Moscheles, Ignaz",Op.112 (113),IIM 1,,,Romantic,Romantic,Piano,"https://imslp.org/wiki/Album_des_Chants_favoris_de_Pischek,_Op.113_(Moscheles,_Ignaz)",,".
1846",,,,,,,,,
51549,Grand Sonata No.2,"Schumann, Robert",Op.22,IRS 112,G minor,"4 movements:
I. So rasch wie möglich
II. Andantino. Getragen
III. Scherzo. Sehr rasch und markiert
IV. Rondo. Presto",Romantic,Romantic,Piano,"https://imslp.org/wiki/Piano_Sonata_No.2,_Op.22_(Schumann,_Robert)",,".
1839 – Leipzig:
Breitkopf und Härtel
Hofmeister's
Monatsbericht
(1839), p.136","Sonate pour piano nº 2
;
Piano Sonata No. 2
;
ピアノソナタ第2番 (シューマン)
;
피아노 소나타 2번
;
Sonata para piano n.º 2","Piano Sonata No. 2 in G Minor, Op. 22
;
sonata para piano n.º 2 en sol menor, Op. 22","WorldCat
;
Wikipedia
;
VIAF
:
294471878
;
LCCN
:
n81085485
;
BNF
:
13918960m",1833-35,"Madame
Henriette Voigt
(1808–1839)",,,,
00365,4 Impromptus,"Schubert, Franz",D.935 ; Op.142,IFS 367,,"4 impromptus:
Allegro moderato (F minor)
Allegretto (A
♭
major)
Theme and 5 variations
(B
♭
major)
Allegro scherzando (F minor)",Romantic,Romantic,Piano,"https://imslp.org/wiki/4_Impromptus,_D.935_(Op.142)_(Schubert,_Franz)",Vier Impromptus,,,,,1827,,,,,
302477,Feierlicher Marsch zum heiligen Gral aus Parsifal,"Liszt, Franz",S.450 ; LW.A315,IFL 112,,1 piece,Romantic,Romantic,Piano,"https://imslp.org/wiki/Feierlicher_Marsch_zum_heiligen_Gral_aus_Parsifal,_S.450_(Liszt,_Franz)",Solemn march to the Holy Grail from Parsifal,".
1883",,,,1882,,,,,
56444,Valse Tendre,"Chaminade, Cécile",Op.119,ICC 204,F major,1 waltz,Romantic,Romantic,Piano,"https://imslp.org/wiki/Valse_Tendre,_Op.119_(Chaminade,_C%C3%A9cile)",Debutant-Waltz ; Débutante-waltz,".
1906",,,,,,5 minutes,,,
07176,"5 Tonbilder, Op.103","Sinding, Christian",Op.103,ICS 103,,5 sections,Romantic,Romantic,Piano,"https://imslp.org/wiki/5_Tonbilder,_Op.103_(Sinding,_Christian)",,".
1910",,,,1910,,,,,
430228,Fleurs du sud,"Loeschhorn, Albert",Op.108,IAL 8,,"4 pieces
Gondoliera. Allegretto moderato (G minor)
Saltarello. Presto (A minor)
Sérénade espagnole
Boléro",Romantic,Romantic,Piano,"https://imslp.org/wiki/Fleurs_du_sud,_Op.108_(Loeschhorn,_Albert)",4 Morceaux de salon pour piano,".
1875 – Braunschweig:
Litolff
Hofmeister's
Monatsbericht
(1875), p.249",,,,,,,,,
00771,Sinfonia in G major,"Bach, Johann Sebastian",BWV 796 ; BC L 51,IJB 863,G major,1 sinfonia,Baroque,Baroque,Piano,"https://imslp.org/wiki/Sinfonia_in_G_major,_BWV_796_(Bach,_Johann_Sebastian)",Sinfonia 10,".
1801 in
15 Sinfonias, BWV 787-801
(No.10)",,,,"1723 in
Inventions and Sinfonias",,,,,
135169,Mazurka in D major,"Chopin, Frédéric",B.31 ; X/54,IFC 43,D major,Allegro non troppo,Romantic,Romantic,Piano,"https://imslp.org/wiki/Mazurka_in_D_major,_B.31_(Chopin,_Fr%C3%A9d%C3%A9ric)",,".
1875 (Leitgeber)",,,,1829,,,,,
